cleaned_name,adjusted_loc_col
The region surrounding Teerelton is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Teeranearagh is known for its natural beauty.,"[(23, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Teelin Bay.,"[(49, 59, 'LOC')]"
The region surrounding Teelin is known for its natural beauty.,"[(23, 29, 'LOC')]"
Tedavnet has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Hiking enthusiasts often explore the area around Tearaght Island.,"[(49, 64, 'LOC')]"
The region surrounding River Tay is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Lough Tay is known for its natural beauty.,"[(23, 32, 'LOC')]"
Tawnyinah is a popular tourist destination.,"[(0, 9, 'LOC')]"
Tawny Bay has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Many people visit Tawnyard Lough every year for its scenic views.,"[(18, 32, 'LOC')]"
Tawny is a popular tourist destination.,"[(0, 5, 'LOC')]"
The region surrounding Tawnawully Mountains is known for its natural beauty.,"[(23, 43, 'LOC')]"
Hiking enthusiasts often explore the area around Tawin Island.,"[(49, 61, 'LOC')]"
Hiking enthusiasts often explore the area around Taurbeg.,"[(49, 56, 'LOC')]"
The region surrounding Taur is known for its natural beauty.,"[(23, 27, 'LOC')]"
The peaceful surroundings of Tarsaghaunmore River make it a great place for a getaway.,"[(29, 49, 'LOC')]"
Tarmon has a rich history and is well-known among locals.,"[(0, 6, 'LOC')]"
Many people visit Tarbert House every year for its scenic views.,"[(18, 31, 'LOC')]"
Tarbert has a rich history and is well-known among locals.,"[(0, 7, 'LOC')]"
The peaceful surroundings of Tara Hill make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The peaceful surroundings of Tara Hall make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The region surrounding Hill of Tara is known for its natural beauty.,"[(23, 35, 'LOC')]"
Many people visit River Tar every year for its scenic views.,"[(18, 27, 'LOC')]"
Lough Tap has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
The peaceful surroundings of Tanrego House make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Tankersley House is a popular tourist destination.,"[(0, 16, 'LOC')]"
Tang River has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Tang is a popular tourist destination.,"[(0, 4, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Talt.,"[(49, 59, 'LOC')]"
Tallyho Lodge has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Many people visit Tallyho every year for its scenic views.,"[(18, 25, 'LOC')]"
Tallow Road Station is a popular tourist destination.,"[(0, 19, 'LOC')]"
The peaceful surroundings of Tallowbridge make it a great place for a getaway.,"[(29, 41, 'LOC')]"
The region surrounding Tallow is known for its natural beauty.,"[(23, 29, 'LOC')]"
Tallanstown is a popular tourist destination.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Tallaght make it a great place for a getaway.,"[(29, 37, 'LOC')]"
The region surrounding Talbotstown House is known for its natural beauty.,"[(23, 40, 'LOC')]"
Many people visit Talbot Hall every year for its scenic views.,"[(18, 29, 'LOC')]"
Many people visit Tahilla every year for its scenic views.,"[(18, 25, 'LOC')]"
The region surrounding Tagoat is known for its natural beauty.,"[(23, 29, 'LOC')]"
The region surrounding Taghshinny is known for its natural beauty.,"[(23, 33, 'LOC')]"
Taghsheenod has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Taghmon Castle.,"[(49, 63, 'LOC')]"
Taghmon is a popular tourist destination.,"[(0, 7, 'LOC')]"
The peaceful surroundings of Tacumshin Lake make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Lough Tacker every year for its scenic views.,"[(18, 30, 'LOC')]"
The peaceful surroundings of Table Mountain make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Sybil Point every year for its scenic views.,"[(18, 29, 'LOC')]"
Swords is a popular tourist destination.,"[(0, 6, 'LOC')]"
Swines Head is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Swinford every year for its scenic views.,"[(18, 26, 'LOC')]"
River Swilly has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Many people visit Lough Swilly every year for its scenic views.,"[(18, 30, 'LOC')]"
Hiking enthusiasts often explore the area around The Sweep.,"[(49, 58, 'LOC')]"
Hiking enthusiasts often explore the area around Swanlinbar.,"[(49, 59, 'LOC')]"
Swan is a popular tourist destination.,"[(0, 4, 'LOC')]"
Hiking enthusiasts often explore the area around Sutton.,"[(49, 55, 'LOC')]"
Sunvale has a rich history and is well-known among locals.,"[(0, 7, 'LOC')]"
The region surrounding Lough Sunderlin is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Summerville is known for its natural beauty.,"[(23, 34, 'LOC')]"
Summerhill House is a popular tourist destination.,"[(0, 16, 'LOC')]"
Many people visit Summerhill every year for its scenic views.,"[(18, 28, 'LOC')]"
Many people visit Summer Cove every year for its scenic views.,"[(18, 29, 'LOC')]"
Many people visit Sullane River every year for its scenic views.,"[(18, 31, 'LOC')]"
Suir Mount has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The region surrounding Suir Island is known for its natural beauty.,"[(23, 34, 'LOC')]"
The peaceful surroundings of Suircastle House make it a great place for a getaway.,"[(29, 45, 'LOC')]"
River Suir is a popular tourist destination.,"[(0, 10, 'LOC')]"
The region surrounding Sugarloaf Mountain is known for its natural beauty.,"[(23, 41, 'LOC')]"
Many people visit Sugar Hill every year for its scenic views.,"[(18, 28, 'LOC')]"
The region surrounding River Suck is known for its natural beauty.,"[(23, 33, 'LOC')]"
Many people visit Sturrall every year for its scenic views.,"[(18, 26, 'LOC')]"
The region surrounding Stuake is known for its natural beauty.,"[(23, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Stroove.,"[(49, 56, 'LOC')]"
Many people visit Strokestown House every year for its scenic views.,"[(18, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Strokestown.,"[(49, 60, 'LOC')]"
Street is a popular tourist destination.,"[(0, 6, 'LOC')]"
Many people visit Streek Head every year for its scenic views.,"[(18, 29, 'LOC')]"
Streedagh Point is a popular tourist destination.,"[(0, 15, 'LOC')]"
Streedagh House has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Streamstown Bay is a popular tourist destination.,"[(0, 15, 'LOC')]"
Streamstown is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Strawberryhill House every year for its scenic views.,"[(18, 38, 'LOC')]"
The region surrounding Stratford is known for its natural beauty.,"[(23, 32, 'LOC')]"
Many people visit Stranorlar every year for its scenic views.,"[(18, 28, 'LOC')]"
The region surrounding Strand is known for its natural beauty.,"[(23, 29, 'LOC')]"
Many people visit Strancally House every year for its scenic views.,"[(18, 34, 'LOC')]"
The peaceful surroundings of Strancally Castle make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Straid River is a popular tourist destination.,"[(0, 12, 'LOC')]"
Straffan is a popular tourist destination.,"[(0, 8, 'LOC')]"
Hiking enthusiasts often explore the area around Stradone House.,"[(49, 63, 'LOC')]"
The region surrounding Stradone is known for its natural beauty.,"[(23, 31, 'LOC')]"
Strade is a popular tourist destination.,"[(0, 6, 'LOC')]"
Many people visit Stradbally River every year for its scenic views.,"[(18, 34, 'LOC')]"
Stradbally Hall has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Stradbally.,"[(49, 59, 'LOC')]"
Many people visit Stowlin House every year for its scenic views.,"[(18, 31, 'LOC')]"
Stookaruddan has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Stonyford make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Stonybatter is a popular tourist destination.,"[(0, 11, 'LOC')]"
Stonetown is a popular tourist destination.,"[(0, 9, 'LOC')]"
The region surrounding Stonepark is known for its natural beauty.,"[(23, 32, 'LOC')]"
Stonehall is a popular tourist destination.,"[(0, 9, 'LOC')]"
Hiking enthusiasts often explore the area around Stonefield.,"[(49, 59, 'LOC')]"
Many people visit Stone Bridge every year for its scenic views.,"[(18, 30, 'LOC')]"
Stokestown has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The region surrounding Stillorgan is known for its natural beauty.,"[(23, 33, 'LOC')]"
Many people visit Stephenstown House every year for its scenic views.,"[(18, 36, 'LOC')]"
The peaceful surroundings of Stepaside make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The peaceful surroundings of Station Island make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Hiking enthusiasts often explore the area around Stamullin.,"[(49, 58, 'LOC')]"
Stags of Broad Haven has a rich history and is well-known among locals.,"[(0, 20, 'LOC')]"
Hiking enthusiasts often explore the area around Stags of Bofin.,"[(49, 63, 'LOC')]"
The peaceful surroundings of The Stag Rocks make it a great place for a getaway.,"[(29, 43, 'LOC')]"
The peaceful surroundings of Stacks Mountains make it a great place for a getaway.,"[(29, 45, 'LOC')]"
The peaceful surroundings of Stabannan make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Hiking enthusiasts often explore the area around Sruwaddacon Bay.,"[(49, 64, 'LOC')]"
Srahmore River is a popular tourist destination.,"[(0, 14, 'LOC')]"
Srahmore is a popular tourist destination.,"[(0, 8, 'LOC')]"
Srahlaghy is a popular tourist destination.,"[(0, 9, 'LOC')]"
Many people visit Srahduggaun every year for its scenic views.,"[(18, 29, 'LOC')]"
The region surrounding Srah is known for its natural beauty.,"[(23, 27, 'LOC')]"
The region surrounding Spring Valley is known for its natural beauty.,"[(23, 36, 'LOC')]"
Many people visit Springfield Castle every year for its scenic views.,"[(18, 36, 'LOC')]"
Many people visit Springfield every year for its scenic views.,"[(18, 29, 'LOC')]"
Sporthouse Cross Roads is a popular tourist destination.,"[(0, 22, 'LOC')]"
The peaceful surroundings of Spittle make it a great place for a getaway.,"[(29, 36, 'LOC')]"
Hiking enthusiasts often explore the area around Spink.,"[(49, 54, 'LOC')]"
Many people visit Spike Island every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Spiddal every year for its scenic views.,"[(18, 25, 'LOC')]"
Spear Vale has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Spanish Point every year for its scenic views.,"[(18, 31, 'LOC')]"
Hiking enthusiasts often explore the area around Spancelhill.,"[(49, 60, 'LOC')]"
Many people visit Spa every year for its scenic views.,"[(18, 21, 'LOC')]"
Hiking enthusiasts often explore the area around River Sow.,"[(49, 58, 'LOC')]"
Hiking enthusiasts often explore the area around Sovereign Islands.,"[(49, 66, 'LOC')]"
Sovereign Island has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Hiking enthusiasts often explore the area around South Sound.,"[(49, 60, 'LOC')]"
Hiking enthusiasts often explore the area around Southpark House.,"[(49, 64, 'LOC')]"
The peaceful surroundings of Southhill make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The peaceful surroundings of Sorrel House make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Sorrelhill House is a popular tourist destination.,"[(0, 16, 'LOC')]"
Sopwell Hall has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Soppog make it a great place for a getaway.,"[(29, 35, 'LOC')]"
Hiking enthusiasts often explore the area around Sonna House.,"[(49, 60, 'LOC')]"
Many people visit Somerville House every year for its scenic views.,"[(18, 34, 'LOC')]"
Somerset House is a popular tourist destination.,"[(0, 14, 'LOC')]"
The region surrounding Solsborough House is known for its natural beauty.,"[(23, 40, 'LOC')]"
Hiking enthusiasts often explore the area around Snowhill House.,"[(49, 63, 'LOC')]"
Many people visit Sneem Harbour every year for its scenic views.,"[(18, 31, 'LOC')]"
Sneem is a popular tourist destination.,"[(0, 5, 'LOC')]"
The region surrounding Slieve Snaght is known for its natural beauty.,"[(23, 36, 'LOC')]"
Hiking enthusiasts often explore the area around Smithstown House.,"[(49, 65, 'LOC')]"
The peaceful surroundings of Smithborough make it a great place for a getaway.,"[(29, 41, 'LOC')]"
The peaceful surroundings of Smerwick Harbour make it a great place for a getaway.,"[(29, 45, 'LOC')]"
The peaceful surroundings of Smerwick make it a great place for a getaway.,"[(29, 37, 'LOC')]"
The region surrounding Smearlagh River is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Smarmore Castle is known for its natural beauty.,"[(23, 38, 'LOC')]"
Slyne Head has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Slugga every year for its scenic views.,"[(18, 24, 'LOC')]"
Slish Wood has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The region surrounding Sligo Bay is known for its natural beauty.,"[(23, 32, 'LOC')]"
Sligo is a popular tourist destination.,"[(0, 5, 'LOC')]"
Slievetooey has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Slieveroe is a popular tourist destination.,"[(0, 9, 'LOC')]"
Slievenamuck has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The region surrounding Slievenamon is known for its natural beauty.,"[(23, 34, 'LOC')]"
Many people visit Slievenakilla every year for its scenic views.,"[(18, 31, 'LOC')]"
Many people visit Slievemore Point every year for its scenic views.,"[(18, 34, 'LOC')]"
The peaceful surroundings of Slievemore make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The peaceful surroundings of Slieve Miskish Mountains make it a great place for a getaway.,"[(29, 53, 'LOC')]"
The region surrounding Slieve Mish Mountains is known for its natural beauty.,"[(23, 44, 'LOC')]"
Hiking enthusiasts often explore the area around Slievekimalta.,"[(49, 62, 'LOC')]"
Hiking enthusiasts often explore the area around Slieveglass.,"[(49, 60, 'LOC')]"
Slievefelim Mountains has a rich history and is well-known among locals.,"[(0, 21, 'LOC')]"
Hiking enthusiasts often explore the area around Slievecarran.,"[(49, 61, 'LOC')]"
Slievecallan is a popular tourist destination.,"[(0, 12, 'LOC')]"
The region surrounding Slieveboy is known for its natural beauty.,"[(23, 32, 'LOC')]"
Many people visit Slieve Bloom Mountains every year for its scenic views.,"[(18, 40, 'LOC')]"
Slievebane Bay is a popular tourist destination.,"[(0, 14, 'LOC')]"
Many people visit Slieve Aughty Mountains every year for its scenic views.,"[(18, 41, 'LOC')]"
The peaceful surroundings of Slieveardagh Hills make it a great place for a getaway.,"[(29, 47, 'LOC')]"
The region surrounding Slevoir House is known for its natural beauty.,"[(23, 36, 'LOC')]"
Sleatygraigue is a popular tourist destination.,"[(0, 13, 'LOC')]"
